region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9
4;Sul;42;SC;Santa Catarina;4202057;Balneário Barra do Sul;321609.088;21567.13;282156.115;18921.41;254639.12;22592.42;21374.287;23000.908;123507.656;70953.466;238836.317;15802.804;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;4;True;91.7;0.913955;236.63;235.15;4.529667;4.1;;91.7;0.913955;236.63;235.15;4.529667;4.1;;;;;;;;;;;;;;;;91.4;0.907485;219.92;203.0;5.851908;5.3;;91.3;0.905998;219.92;203.0;5.851908;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202073;Balneário Gaivota;308869.231;19712.12;258903.887;16523.32;216995.498;18808.66;28837.918;18806.724;89546.691;68766.52;205957.853;11037.645;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;5;True;85.5;0.854838;260.41;254.08;5.2415;4.5;;82.6;0.828012;255.74;247.83;5.0595;4.2;;;;;;;;;;;;;;;;93.2;0.929501;214.11;205.81;5.792121;5.4;;92.9;0.920453;214.58;202.98;5.749636;5.3;;93.8;0.942895;213.44;209.88;5.853335;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202081;Bandeirante;130219.536;41418.43;108416.077;34483.48;102211.895;39041.98;28331.557;25086.178;21734.495;20734.644;95886.875;6325.02;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;0;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202099;Barra Bonita;66205.889;39691.78;55813.496;33461.33;52280.698;32172.74;26895.831;2446.752;6992.14;14636.186;50970.909;1309.789;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.1;0.985394;236.5;202.86;6.165775;6.1;;;;;;;;;95.6;0.962366;236.5;202.86;6.165775;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202107;Barra Velha;2468504.623;54409.5;2554303.917;56298.16;2372445.256;77685.75;63744.693;209301.296;1513429.81;195439.027;1981914.827;390530.429;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;93.6;0.93578;252.41;254.39;5.113333;4.8;;89.7;0.905258;256.6;267.26;5.397667;4.9;;72.1;0.734842;263.23;265.54;4.361714;3.2;;72.1;0.734842;263.23;265.54;4.361714;3.2;;98.0;0.979995;218.25;207.72;5.905856;5.8;;98.2;0.981785;216.45;206.39;5.847323;5.7;;95.9;0.95682;236.03;220.82;6.483351;6.2;;94.4;0.94454;250.39;248.17;4.976;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202131;Bela Vista do Toldo;277735.033;47298.2;211493.886;36017.35;196847.46;30824.84;110209.439;7114.754;35103.732;39436.967;191864.893;4982.567;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;2;True;;;;;;;;;;;;;;;87.7;0.879369;263.55;265.18;4.36082;3.8;;87.7;0.879369;263.55;265.18;4.36082;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202156;Belmonte;86050.263;32374.06;73718.533;27734.59;57652.351;21258.24;20640.962;1628.601;14239.659;19087.717;55596.94;2055.411;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;91.8;0.919921;258.13;252.8;5.182167;4.8;;91.8;0.919921;258.13;252.8;5.182167;4.8;;90.6;0.921324;265.23;262.16;4.339206;4.0;;90.6;0.921324;265.23;262.16;4.339206;4.0;;97.7;0.974887;243.12;241.87;7.001384;6.8;;97.7;0.974887;243.12;241.87;7.001384;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202206;Benedito Novo;496824.432;47226.66;462699.795;43982.87;470160.185;39522.54;20417.6;210166.796;118331.043;60691.504;409606.944;60553.241;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;95.7;0.956551;244.04;245.42;4.824333;4.6;;95.7;0.956551;244.04;245.42;4.824333;4.6;;90.1;0.904346;266.16;276.08;4.560651;4.1;;90.1;0.904346;266.16;276.08;4.560651;4.1;;96.2;0.959628;224.84;214.82;6.160711;5.9;;96.7;0.967721;239.04;224.5;6.607703;6.4;;96.0;0.951737;219.54;211.2;5.993747;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202305;Biguaçu;3523317.578;45892.67;2970824.059;38696.21;2670278.406;37891.88;121060.592;434983.465;1379494.995;371032.182;2306571.234;363707.172;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;82.6;0.825349;254.61;256.84;5.190833;4.3;;81.4;0.813183;255.14;255.73;5.181167;4.2;;80.1;0.810172;271.23;276.57;4.639194;3.8;;80.1;0.810172;271.23;276.57;4.639194;3.8;;94.3;0.943117;216.62;206.62;5.854749;5.5;;92.9;0.929019;216.94;206.76;5.863402;5.4;;95.2;0.952577;216.44;206.54;5.84986;5.6;;85.5;0.856892;253.22;259.74;5.216;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202404;Blumenau;24871919.56;68847.51;22791289.37;63088.15;20579489.926;56163.97;120512.053;4729189.794;10521312.552;2024062.667;17395077.066;3184412.86;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;9;True;94.0;0.939927;264.59;270.05;5.577333;5.2;;87.0;0.868665;257.33;261.98;5.321833;4.6;;79.3;0.800452;275.2;282.33;4.78118;3.8;;80.1;0.80885;278.75;285.16;4.873405;3.9;;97.5;0.975133;232.07;222.85;6.444688;6.3;;99.0;0.989599;237.73;228.48;6.655067;6.6;;94.5;0.945171;221.97;212.82;6.069576;5.7;;98.7;0.986733;270.02;276.08;5.768333;5.7;;97.6;0.974844;335.41;329.86;6.338353;6.2;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202438;Bocaina do Sul;145083.681;41275.58;131812.375;37499.96;135898.464;38817.04;78646.831;6731.643;22364.806;24015.165;131758.444;4140.02;Produção florestal, pesca e aquicultura;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;6;True;79.7;0.8113;256.57;265.43;5.366667;4.4;;;;;;;;;84.6;0.846786;286.7;273.58;4.811709;4.1;;84.6;0.846786;286.7;273.58;4.811709;4.1;;90.3;0.907127;202.68;194.35;5.365628;4.9;;90.3;0.907127;202.68;194.35;5.365628;4.9;;;;;;;;;79.7;0.8113;256.57;265.43;5.366667;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202453;Bombinhas;1178867.901;47045.57;965945.882;38548.4;877594.115;42012.26;33297.619;125697.905;484998.176;170919.018;814912.718;62681.397;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;95.9;0.959275;262.96;266.99;5.499167;5.3;;93.9;0.937234;262.81;267.57;5.506333;5.2;;84.5;0.850204;276.25;278.86;4.743981;4.0;;84.5;0.850204;276.25;278.86;4.743981;4.0;;98.3;0.982887;232.58;229.24;6.570602;6.5;;98.3;0.982887;232.58;229.24;6.570602;6.5;;;;;;;;;96.7;0.966494;263.06;266.6;5.494333;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202503;Bom Jardim da Serra;338788.253;84150.09;270769.266;67255.16;371657.948;77412.61;159136.025;117382.209;59480.395;29195.074;365193.704;6464.244;Agricultura, inclusive apoio à agricultura e a pós colheita;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;3;True;89.8;0.895377;238.84;244.65;4.724833;4.2;;;;;;;;;;;;;;;;;;;;;;;98.6;0.985947;232.91;225.0;6.499809;6.4;;;;;;;;;99.2;0.992586;236.32;221.12;6.49434;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202537;Bom Jesus;187851.87;67645.61;180265.482;64913.75;159057.296;51242.69;27973.301;39682.465;54207.818;21129.17;142992.755;16064.542;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.1;0.965319;241.26;226.74;6.690797;6.5;;96.1;0.965319;241.26;226.74;6.690797;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202578;Bom Jesus do Oeste;103571.913;47357.98;83782.659;38309.4;73701.571;34504.48;31422.063;5716.906;16622.572;16905.171;70666.713;3034.858;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;Agricultura, inclusive apoio à agricultura e a pós colheita;4;True;;;;;;;;;;;;;;;89.3;0.891764;279.85;291.13;4.978225;4.4;;89.3;0.891764;279.85;291.13;4.978225;4.4;;97.8;0.977054;229.79;218.78;6.327176;6.2;;97.8;0.977054;229.79;218.78;6.327176;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202602;Bom Retiro;454469.762;53987.85;417364.588;49580.02;422363.462;41599.87;199308.12;30128.108;121691.951;52322.559;403450.738;18912.724;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;3;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.8;0.968844;212.25;200.46;5.659353;5.5;;99.3;0.99312;220.26;209.6;5.978397;5.9;;90.8;0.920627;202.59;189.41;5.274092;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202701;Botuverá;554189.345;103335.7;464899.82;86686.52;430641.064;79807.46;17496.918;233982.236;77252.514;35145.595;363877.262;66763.802;Indústrias de transformação;Demais serviços;Indústrias extrativas;7;True;86.7;0.859434;268.86;273.7;5.709333;4.9;;86.7;0.859434;268.86;273.7;5.709333;4.9;;91.8;0.925506;289.29;290.09;5.095241;4.7;;91.8;0.925506;289.29;290.09;5.095241;4.7;;97.3;0.973357;232.33;224.21;6.474377;6.3;;98.1;0.981763;233.42;220.45;6.426815;6.3;;96.4;0.963388;231.02;228.74;6.53174;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202800;Braço do Norte;2195934.726;65020.42;1962656.197;58113.17;1745016.783;50884.03;152487.483;453311.538;741550.264;185471.735;1532821.02;212195.763;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;6;True;86.8;0.867215;246.19;245.95;4.869;4.2;;86.9;0.867047;242.79;240.8;4.7265;4.1;;;;;;;;;;;;;;;;95.1;0.952535;211.37;206.76;5.757104;5.5;;95.6;0.95616;218.88;213.66;6.025879;5.8;;94.3;0.9472;192.32;189.24;5.075009;4.8;;86.7;0.866738;254.79;258.97;5.229333;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202859;Braço do Trombudo;273815.765;68011.86;259027.451;64338.66;250150.765;65933.25;16315.57;116825.887;54661.301;28222.198;216024.957;34125.808;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;5;True;95.2;0.946535;276.99;263.37;5.672667;5.4;;92.8;0.91503;271.05;256.09;5.452333;5.0;;;;;;;;;;;;;;;;97.3;0.974114;235.64;230.5;6.651908;6.5;;97.3;0.974114;235.64;230.5;6.651908;6.5;;;;;;;;;100.0;1.0;288.56;277.55;6.101833;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202875;Brunópolis;143765.601;57760.39;113026.174;45410.27;137959.227;59516.49;73418.888;4470.044;37153.813;17537.644;132580.388;5378.839;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;4;True;;;;;;;;;;;;;;;93.1;0.933165;261.68;257.88;4.225274;3.9;;93.1;0.933165;261.68;257.88;4.225274;3.9;;99.4;0.993852;215.76;207.7;5.857974;5.8;;99.1;0.991094;215.76;207.7;5.857974;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4202909;Brusque;11071535.293;78307.71;9919247.136;70157.71;8724534.162;62053.49;6558.617;2672351.163;3562043.835;810740.686;7051694.301;1672839.861;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;8;True;92.3;0.922708;263.23;266.36;5.493167;5.1;;86.7;0.866283;256.39;259.14;5.258833;4.6;;78.8;0.798373;281.39;287.78;4.949705;4.0;;80.1;0.810422;281.39;287.78;4.949705;4.0;;97.7;0.977182;235.74;225.53;6.563453;6.4;;99.4;0.993791;243.76;230.68;6.810143;6.8;;94.9;0.950585;225.17;218.74;6.238281;5.9;;97.6;0.975719;270.37;273.91;5.738;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203006;Caçador;5375160.552;72913.19;4922085.794;66767.31;4703416.329;58780.21;207717.19;1946905.342;1441932.869;397419.915;3993975.315;709441.014;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;87.9;0.878558;254.86;259.82;5.244667;4.6;;85.6;0.855277;256.17;261.07;5.287333;4.5;;80.2;0.813619;273.25;280.36;4.724301;3.8;;81.7;0.824489;273.87;282.63;4.766991;3.9;;97.0;0.970386;227.37;217.03;6.249175;6.1;;97.1;0.970638;225.65;213.61;6.154169;6.0;;96.9;0.97141;230.27;222.78;6.409064;6.2;;90.9;0.911257;252.34;257.4;5.162333;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203105;Caibi;382026.643;60600.67;339318.949;53825.98;316774.558;51828.3;79137.707;73931.942;101826.138;36402.865;291298.653;25475.905;Demais serviços;Indústrias de transformação;Pecuária, inclusive apoio à pecuária;7;True;98.9;0.989714;270.0;257.79;5.463167;5.4;;98.9;0.989714;270.0;257.79;5.463167;5.4;;92.7;0.927637;293.92;291.12;5.175688;4.8;;92.7;0.927637;293.92;291.12;5.175688;4.8;;100.0;1.0;245.55;230.21;6.835758;6.8;;100.0;1.0;245.95;230.71;6.852482;6.9;;100.0;1.0;244.35;228.7;6.785402;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203154;Calmon;135172.658;39260.14;105794.463;30727.41;97691.198;29380.81;52355.365;2924.217;14897.825;24423.034;94600.441;3090.757;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;6;True;87.9;0.87185;243.29;242.08;4.756167;4.1;;88.7;0.867215;243.29;242.08;4.756167;4.1;;91.7;0.924233;253.88;250.21;4.000903;3.7;;91.7;0.924233;253.88;250.21;4.000903;3.7;;97.0;0.971321;206.27;203.29;5.596685;5.4;;97.0;0.971321;206.27;203.29;5.596685;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203204;Camboriú;2703377.996;26227.55;2560908.633;24845.34;2242671.529;25724.91;43031.541;309179.451;1174321.846;441096.456;1967629.295;275042.234;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;91.4;0.915261;254.79;260.03;5.247;4.8;;88.2;0.877718;248.59;255.79;5.073;4.5;;77.8;0.810362;258.96;268.26;4.342461;3.5;;79.2;0.820563;268.5;280.41;4.658336;3.8;;95.3;0.953469;216.89;210.14;5.923902;5.6;;95.3;0.952857;215.72;209.53;5.890483;5.6;;96.2;0.961782;237.42;220.93;6.511878;6.3;;92.4;0.926094;257.61;261.96;5.326167;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203253;Capão Alto;281798.429;107351.78;194683.986;74165.33;235019.49;95265.3;115896.829;25046.73;54286.207;27450.325;222680.091;12339.399;Agricultura, inclusive apoio à agricultura e a pós colheita;Produção florestal, pesca e aquicultura;Demais serviços;4;True;99.2;0.990221;251.25;270.71;5.366;5.3;;;;;;;;;;;;;;;;;;;;;;;92.8;0.925809;199.38;208.76;5.564651;5.2;;92.8;0.925809;199.38;208.76;5.564651;5.2;;;;;;;;;99.2;0.990221;251.25;270.71;5.366;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203303;Campo Alegre;872665.444;69807.65;770692.171;61650.44;699702.975;58381.56;51047.141;320176.972;173332.238;69206.205;613762.556;85940.418;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;95.1;0.950869;249.61;244.9;4.9085;4.7;;85.3;0.846241;248.3;237.59;4.764833;4.0;;74.0;0.744568;272.24;273.81;4.612062;3.4;;74.0;0.744568;272.24;273.81;4.612062;3.4;;98.8;0.987644;242.05;222.14;6.622237;6.5;;98.8;0.987644;242.05;222.14;6.622237;6.5;;;;;;;;;97.8;0.977671;250.11;247.7;4.9635;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203402;Campo Belo do Sul;401476.284;55322.62;304908.99;42015.85;333024.021;48341.42;188440.97;21835.216;66434.802;43283.364;319994.352;13029.67;Produção florestal, pesca e aquicultura;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;3;True;91.8;0.913551;243.32;237.75;4.6845;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;1.0;205.57;194.74;5.427872;5.4;;;;;;;;;90.3;0.894346;241.45;237.53;4.649667;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203501;Campo Erê;532118.702;55296.55;487076.776;50615.9;437828.568;52674.27;125539.7;43501.901;189946.146;49383.525;408371.273;29457.295;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Comércio e reparação de veículos automotores e motocicletas;6;True;94.9;0.947107;249.08;245.02;4.901667;4.6;;94.9;0.947107;249.08;245.02;4.901667;4.6;;80.1;0.814107;272.99;269.16;4.552985;3.7;;80.1;0.814107;272.99;269.16;4.552985;3.7;;99.7;0.997188;240.25;221.09;6.568795;6.6;;99.7;0.997188;240.25;221.09;6.568795;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203600;Campos Novos;3456853.516;93600.5;3229122.835;87434.28;2610346.588;70815.95;443450.531;582985.036;1040696.953;234288.285;2301420.805;308925.783;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;8;True;85.6;0.856887;252.64;254.07;5.111833;4.4;;78.3;0.780131;247.9;249.01;4.9485;3.9;;82.3;0.828683;265.43;276.24;4.552793;3.8;;82.3;0.828683;265.43;276.24;4.552793;3.8;;97.1;0.971013;222.23;211.61;6.052538;5.9;;98.6;0.985725;230.03;215.85;6.278484;6.2;;94.2;0.942918;211.84;205.97;5.75171;5.4;;97.3;0.974088;261.05;263.03;5.401333;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203709;Canelinha;412707.977;32190.0;363976.644;28389.1;295662.498;23553.13;7095.995;76484.619;112221.161;67376.907;263178.682;32483.816;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;4;True;86.2;0.863044;262.1;264.05;5.435833;4.7;;86.2;0.863044;262.1;264.05;5.435833;4.7;;;;;;;;;;;;;;;;98.5;0.98477;247.41;232.11;6.905799;6.8;;98.6;0.986363;247.41;232.11;6.905799;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203808;Canoinhas;2759647.733;50160.82;2418105.457;43952.77;2203147.006;40381.74;475769.52;319194.606;942646.397;286612.548;2024223.07;178923.936;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;8;True;96.2;0.961898;262.12;267.05;5.486167;5.3;;95.6;0.955812;261.15;268.61;5.496;5.3;;89.1;0.913524;270.97;269.76;4.533596;4.1;;89.7;0.917874;273.69;273.12;4.622098;4.2;;99.0;0.99016;241.06;229.41;6.735525;6.7;;99.0;0.989919;242.84;232.34;6.822768;6.8;;99.0;0.989896;239.72;227.2;6.669771;6.6;;96.9;0.968241;263.79;264.36;5.469167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203907;Capinzal;1482553.727;63590.71;1280648.277;54930.44;1070739.935;46116.8;90411.259;327183.283;406527.906;128724.08;952846.528;117893.407;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;7;True;93.4;0.933658;269.3;267.94;5.620667;5.2;;89.0;0.888667;254.29;256.29;5.176333;4.6;;83.8;0.837257;278.63;274.24;4.708246;3.9;;83.8;0.837257;278.63;274.24;4.708246;3.9;;99.4;0.993981;239.64;227.41;6.672062;6.6;;99.4;0.993981;239.64;227.41;6.672062;6.6;;;;;;;;;97.6;0.976101;290.18;284.15;6.238833;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;42;SC;Santa Catarina;4203956;Capivari de Baixo;689018.546;28739.04;592015.205;24693.02;1348603.35;52934.15;15546.32;904014.18;241699.22;146953.698;1308213.418;40389.932;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;87.1;0.873421;244.5;252.68;4.953;4.3;;86.5;0.865397;248.56;253.2;5.029333;4.4;;;;;;;;;;;;;;;;94.4;0.944843;225.77;213.91;6.161913;5.8;;94.9;0.950781;227.34;217.02;6.248421;5.9;;93.3;0.937338;224.02;210.46;6.065789;5.7;;87.8;0.883794;239.1;251.98;4.851333;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
